IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP461;IC_GROUP0;IC_GROUP1;IC_GROUP2
22465;Ратимор Супер-М, 600 г.;22465;Y;;;;;text;;"<b>Свойства:</b><br>
 <br>
 Готовая к применению добавка, предназначенная для борьбы с серыми крысами, домовыми мышами, обыкновенными полевками в жилых помещениях на объектах различных категорий, на открытых участках, примыкающих к застроенным территориям населенного пункта, специалистами организаций занимающихся дезинфекционной деятельностью, а также населением в быту.<br>
 <br>
 <b>Рекомендации по применению:</b><br>
 <br>
 Родентицидное средство «РАТИМОР СУПЕР-М» по 1 брикету на точку для крыс, мышей, полевок помещают в небольшие емкости (типа прима- ночных ящичков, лотков, коробок) или в специальные контейнеры. Средство раскладывают в местах обитания крыс и домовых мышей. В помещениях ёмкости с приманкой размещают на путях перемещения грызунов, и прежде всего в углах, вдоль стен и перегородок, под мебелью, вблизи нор.<br>
 <br>
 Раскладывают приманку в сухих и влажных местах.<br>
 <br>
 Расстояние между местами раскладки ёмкостей с приманкой варьирует от 2 до 10 м, в зависимости от площади помещения, его захламленности, а также вида и численности грызунов.<br>
 При высокой численности грызунов приманку раскладывают часто и небольшими порциями.<br>
 Поедаемость и состояние разложенной приманки контролируют, начиная после первой раскладки через 2 дня. В дальнейшем наличие и состояние приманки проверяют с интервалом в 1 неделю. Порции приманки по мере поедания или загрязнения, соответственно, добавляют или заменяют новыми. Контроль и раскладку приманки прекращают, если она повсеместно остается нетронутой в течение продолжительного времени, что указывает на отсутствие грызунов.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Парафинированные брикеты по 600 г, полимерное ведро 10 кг.<br>";html;ratimor-super-m-600-g;500;;АВЗ;Дезинсекция, дератизация;;
22466;Ратимор Супер-М, 10 кг.;22466;Y;;;;;text;;"<b>Свойства:</b><br>
 <br>
 Готовая к применению добавка, предназначенная для борьбы с серыми крысами, домовыми мышами, обыкновенными полевками в жилых помещениях на объектах различных категорий, на открытых участках, примыкающих к застроенным территориям населенного пункта, специалистами организаций занимающихся дезинфекционной деятельностью, а также населением в быту.<br>
 <br>
 <b>Рекомендации по применению:</b><br>
 <br>
 Родентицидное средство «РАТИМОР СУПЕР-М» по 1 брикету на точку для крыс, мышей, полевок помещают в небольшие емкости (типа прима- ночных ящичков, лотков, коробок) или в специальные контейнеры. Средство раскладывают в местах обитания крыс и домовых мышей. В помещениях ёмкости с приманкой размещают на путях перемещения грызунов, и прежде всего в углах, вдоль стен и перегородок, под мебелью, вблизи нор.<br>
 <br>
 Раскладывают приманку в сухих и влажных местах.<br>
 <br>
 Расстояние между местами раскладки ёмкостей с приманкой варьирует от 2 до 10 м, в зависимости от площади помещения, его захламленности, а также вида и численности грызунов.<br>
 При высокой численности грызунов приманку раскладывают часто и небольшими порциями.<br>
 Поедаемость и состояние разложенной приманки контролируют, начиная после первой раскладки через 2 дня. В дальнейшем наличие и состояние приманки проверяют с интервалом в 1 неделю. Порции приманки по мере поедания или загрязнения, соответственно, добавляют или заменяют новыми. Контроль и раскладку приманки прекращают, если она повсеместно остается нетронутой в течение продолжительного времени, что указывает на отсутствие грызунов.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Парафинированные брикеты по 600 г, полимерное ведро 10 кг.<br>";html;ratimor-super-m-10-kg;500;;АВЗ;Дезинсекция, дератизация;;
22680;LARVENOL GR, 5 кг.;22680;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Препарат предотвращает рост личинок, нарушая тем самым цикл их развития. Как результат, снижается популяция насекомых.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 LARVENOL можно использовать на всех типах животноводческих комплексов. Дозировать 25г на м2 в зависимости от концентрации подстилки.<br>
 Уделять особое внимание влажным зонам, загрязнённым навозом, так как это идеальное место развития личинок.<br>
 <br>
 <i>Использование в животноводческих помещениях:</i> нанести гранулы в виде полоски длинной 50 см на подстилку вдоль стен или в тех местах, где подстилка не утоптана животными. Важно обработать зоны вокруг кормушек и поилок, то есть те места, где обычно развиваются личинки. Повторить обработку, когда новый слой подстилки будет составлять более 10 см.<br>
 <br>
 <i>Использование вне животноводческих помещений:</i> (сточные канавы, места скопления и хранения навоза, силосной жидкости…) равномерно распределите гранулы по всей поверхности в дозировке 25г на м2.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Пластиковое ведро - 5 кг, 20 кг.<br>";html;larvenol-gr-5-kg;500;;LODI;Дезинсекция, дератизация;;
22681;LARVENOL GR, 20 кг.;22681;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Препарат предотвращает рост личинок, нарушая тем самым цикл их развития. Как результат, снижается популяция насекомых.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 LARVENOL можно использовать на всех типах животноводческих комплексов. Дозировать 25г на м2 в зависимости от концентрации подстилки.<br>
 Уделять особое внимание влажным зонам, загрязнённым навозом, так как это идеальное место развития личинок.<br>
 <br>
 <i>Использование в животноводческих помещениях:&nbsp;</i>нанести гранулы в виде полоски длинной 50 см на подстилку вдоль стен или в тех местах, где подстилка не утоптана животными. Важно обработать зоны вокруг кормушек и поилок, то есть те места, где обычно развиваются личинки. Повторить обработку, когда новый слой подстилки будет составлять более 10 см.<br>
 <br>
 <i>Использование вне животноводческих помещений:</i>&nbsp;(сточные канавы, места скопления и хранения навоза, силосной жидкости…) равномерно распределите гранулы по всей поверхности в дозировке 25г на м2.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
Пластиковое ведро - 5 кг, 20 кг.";html;larvenol-gr-20-kg;500;;LODI;Дезинсекция, дератизация;;
22682;LARVENOL CAPS, 1 л.;22682;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 LARVENOL CAPS используется для борьбы с личинками мух, комаров, мошек и мух-журчалок. Активное вещество, S-Метопрен, сдерживает рост насекомых. Препарат предотвращает рост личинок, нарушая тем самым цикл их развития. Как результат, снижается популяция насекомых. ОСТАТОЧНАЯ АКТИВНОСТЬ: 8 недель. Повторить обработку в случае повторной инвазии.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 LARVENOL CAPS можно использовать на всех типах животноводческих комплексов и других объектах ветеринарного контроля. Препаратом следует обрабатывать места размножения насекомых. Потолки, стены и другие места скопления взрослых особей, обработке не подлежат, так как LARVENOL CAPS действует только на личинок. Возможно применение в присутствии животных.<br>
 <br>
 LARVENOL CAPS применяют путем опрыскивания или смачивания мест размножения насекомых. При опрыскивании с использованием механического или автоматического оборудования для распыления, готовится раствор, из расчета 20 мл. продукта на 2,5 л. воды. Данного объема рабочего раствора достаточно для обработки 10м2 поверхности. При смачивании с помощью лейки, разводятся 20 мл. продукта в 10 л. воды, для обработки 10 м2 поверхности. Уделять особое внимание влажным зонам, загрязнённым навозом, так как это идеальное место развития личинок.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Пластиковая бутылка 1 л.<br>";html;larvenol-caps-1-l;500;;LODI;Дезинсекция, дератизация;;
22683;KELION, 0,5 л.;22683;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Эффективно против взрослых особей летающих насекомых (мухи, мошки), ползающих насекомых (тараканы, мучные хрущаки) и клещей (куриные клещи).<br>
 <br>
 Инсектицидная молекула КЕЛИОНА, этофенпрокс, относится к классу псевдо-пиретроидов. Она мгновенно действует на членистоногих (насекомых и клещей) и имеет увеличенную продолжительность действия на обработанных поверхностях: 8 недель.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 Дезинсекция проводится путем опрыскивания стен и потолка в помещении.<br>
 Период проветривания зависит от уровня вентиляции и размеров помещения.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Пластиковая бутылка 0,5 л.<br>";html;kelion-0-5-l;500;;LODI;Дезинсекция, дератизация;;
22684;PHOBI SUPER EC, 0,5 л.;22684;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Высокоэффективное инсектицидное средство для обработки поверхностей и пространств против широкого круга ползающих и летающих насекомых.<br>
 <br>
 Готовый раствор не имеет запаха. Подходит для использования в жилых помещениях. Борется как с взрослыми особями так и с личинками.<br>
 Мгновенное действие.<br>
 <br>
 Уничтожает ползающих и летающих насекомых таких как тараканы, муравьи, чешуйницы, мухи, комары, моль, пылевые клещи и др.<br>
<br>
 <b>Способ применения:</b><br>
 <br>
 Дезинсекция проводится путем опрыскивания стен и потолка в помещении.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Бутылка — 0,5 л.<br>
 <br>";html;phobi-super-ec-0-5-l;500;;LODI;Дезинсекция, дератизация;;
22685;RACAN MAX, 200 г.;22685;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Средство предназначено для уничтожения серых крыс, домовых мышей, обыкновенных полевок на застроенных и незастроенных территориях населенных пунктов, на объектах различных категорий, включая жилые, пищевые детские и лечебные (в местах недоступных для детей) помещения, в нежилых сухих н влажных помещениях, подземных сооружениях, подвалах, сухих погребах, природных очагах инфекций, специалистами организаций, занимающихся дезинфекционной деятельностью, а также населением в быту.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 Средство раскладывают в местах обитания серых крыс, домовых мышей, обыкновенных полевок. В помещениях ёмкости с приманкой размешают на путях перемещения грызунов и прежде всего в углах, вдоль стен и перегородок, под мебелью, вблизи нор.<br>
 <br>
 Раскладывают приманку в сухие места. Расстояние между местами раскладки ёмкостей с приманкой или подложек или пакетиков варьирует от 2 до 15 м. в зависимости от площади помещения, его захламленности, а также вида и численности грызунов. При высокой численности грызунов приманку раскладывают чаще (1-3 м) и небольшими порциями.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Коробка 20 кг - (100 пакетиков х 200г (20 доз х 10г в каждом пакетике)).<br>";html;racan-max-200-g;500;;LODI;Дезинсекция, дератизация;;
22686;RACAN FLASH, 60 г.;22686;Y;;;;;text;;"<b>Показание к применению:</b><br>
 <br>
 Ракан Флеш, в отличие от традиционных родентицидов на основе антикоагулянтов, является мощным снотворным, действующим уже через несколько часов. Яд усыпляет мышь, постепенно замедляя метаболизм до тех пор, пока грызун не впадает в кому, за которой следует его смерть. Одного применения достаточно для достижения летальной дозы.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 Родентицидное средство Ракан Флеш в виде готовой приманки, независимо от вида грызунов помещают по 10-30 г (для мышей), либо по 20 — 50 г (для крыс) в небольшие емкости (типа стационарных приманочных станции, лотков, коробок, специальных контейнеров) или на подложки из плотной бумаги, полиэтилена, пластика, бумажные пакетики.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Мягкий брикет, зерновая приманка.<br>";html;racan-flash-60-g;500;;LODI;Дезинсекция, дератизация;;
22687;ADDICT GEL, 30 г.;22687;Y;;;;;text;;"Высокоэффективное инсектицидное средство для контроля популяции тараканов.&nbsp;<br>
 <br>
 Имеет идеальную привлекательность при минимальном объеме капли.&nbsp;<br>
 <br>
 Обладает практически мгновенным действием, запуская при этом цепную реакцию в колонии.<br>
 Практически не имеет запаха. Подходит для использования в жилых и чувствительных помещениях.&nbsp;<br>";html;addict-gel-30-g;500;;LODI;Дезинсекция, дератизация;;
22688;IMAGO, 500 г.;22688;Y;;;;;text;;"Imago SG — растворимый гранулированный инсектицид для контроля численности взрослых особей мух и обработки животноводческих помещений.<br>
 Imago SG обладает тройным привлекающим эффектом благодаря сочетанию двух натуральных пищевых аттрактантов (сахара и лактозы) и полового феромона (Z-9-Трикозен). Он привлекает как мужские, так и женские<br>
 особи к областям, обработанным препаратом. Препарат контактно-кишечного действия обеспечивает необходимую летальную дозу для уничтожения взрослых особей мух.<br>";html;imago-500-g;500;;LODI;Дезинсекция, дератизация;;
22461;Флайблок поверхность, 500 мл.;22461;Y;;;;;text;;"<b>Рекомендации к применению:</b><br>
 <br>
 Применяют для дезинсекции и дезакаризации животноводческих помещений, свинокомплексов и птицефабрик (обработки стен, пола, занавесок, противокомариных сеток, подстилок, на фермах, в конюшнях, в вольерах, при высокой численности и активности кровососущих насекомых и клещей, для защиты от насекомых, распространяющихся через грызунов) и других объектов ветнадзора.<br>
 <br>
 <b>Порядок применения:</b><br>
 <br>
 Перед началом обработки молочное оборудование и инвентарь накрывают полиэтиленовой пленкой. Обработке подвергают места локализации эктопаразитов (окна, стены, двери, оборудование, упорные балки и т. п.).<br>
 <br>
 В летних лагерях насекомых уничтожают путем выборочного нанесения средства на внутренние и наружные стены, навесы, загоны и другие места их массового скопления.<br>
 <br>
 Перед работой содержимое&nbsp; флакона&nbsp; встряхивают,&nbsp; снимают&nbsp; крышку и на ее место с помощью резьбового соединения закрепляют распылительную головку. Нажимая на рукоятку насоса, проводят обработку. Из одного полимерного флакона можно обработать 40–45 м2 площади помещения.<br>
 <br>
 Возможна обработка помещений с помощью ДУК, ранцевых опрыскивателей и т. п. После обработки погибших насекомых и клещей сметают и уничтожают. Повторные обработки помещений проводят по показаниям в зависимости от численности эктопаразитов, придерживаясь 12–14 дневного интервала.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Флакон 0,5 л с распылителем.<br>";html;flayblok-poverkhnost-500-ml;500;;АВЗ;Дезинфектанты;;
22462;Фумиклин шашка, 1 шт.;22462;Y;;;;;text;;"<b>Применение:</b><br>
 <br>
 Фунгицидное средство, предназначенное для противогрибковой дезинфекции объектов ветнадзора, в том числе животноводческих и птицеводческих помещений, транспортных средств и оборудования.<br>
 <br>
 <b>Рекомендации по применению:</b><br>
 <br>
 Перед дезинфекцией необходимо провести тщательную механическую очистку помещения, изолировать помещение, выключить вентиляцию.<br>
 Обработку проводят в отсутствии животных и птиц. При проведении обработки следует расчётное количество генераторов дыма разместить на огнеупорную поверхность, до упора вставить запал (спичку) нижним концом в центральное<br>
 отверстие генератора и зажечь запал. Один генератор дыма рассчитан на 50 м3 объёма помещения. Экспозиция составляет, в зависимости от профиля поверхности, от 12 до 24 часов (гладкие и шероховатые). При возможности повторного заражения грибковой инфекцией проводят дополнительные обработки с интервалом 2-3 дня до снятия угрозы обсеменения.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Выпускают средство расфасованным в металлические (жестяные) банки, снабжённые запалом, с наклеенной этикеткой.<br>";html;fumiklin-shashka-1-sht;500;;АВЗ;Дезинфектанты;;
22467;Мигстим Актив, 50 мл.;22467;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Дезинфицирующее средство (кожный антисептик) для обработки рук медицинского персонала и хирургов, предоперационной обработки кожи, обработки кожи перед инъекцией или хирургических манипуляций, гигиенической обработки рук работников различных предприятий и в быту, для дезинфекции поверхностей.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 Средство распыляют на сухие кисти рук (тыльная и внутренняя сторона ладони, пальцы, области между пальцами), нажимая на распылительную головку в течение 2-3 секунд. Спрей растирается до полного высыхания. Общее время процедуры – от 30 секунд до 3 минут.<br>
 <br>
 Для профилактики туберкулеза на кисти рук средство наносят трижды. Общее время обработки – не менее 2-3 минут.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 50 и 500 мл - полимерные флаконы с механическими распылительными головками и защитными колпачками; 1 л - полимерные флаконы; 5 л - полимерные канистры.<br>";html;migstim-aktiv-50-ml;500;;АВЗ;Дезинфектанты;;
22468;Мигстим Актив, 500 мл.;22468;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Дезинфицирующее средство (кожный антисептик) для обработки рук медицинского персонала и хирургов, предоперационной обработки кожи, обработки кожи перед инъекцией или хирургических манипуляций, гигиенической обработки рук работников различных предприятий и в быту, для дезинфекции поверхностей.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 Средство распыляют на сухие кисти рук (тыльная и внутренняя сторона ладони, пальцы, области между пальцами), нажимая на распылительную головку в течение 2-3 секунд. Спрей растирается до полного высыхания. Общее время процедуры – от 30 секунд до 3 минут.<br>
 <br>
 Для профилактики туберкулеза на кисти рук средство наносят трижды. Общее время обработки – не менее 2-3 минут.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 50 и 500 мл - полимерные флаконы с механическими распылительными головками и защитными колпачками; 1 л - полимерные флаконы; 5 л - полимерные канистры.<br>";html;migstim-aktiv-500-ml;500;;АВЗ;Дезинфектанты;;
22624;Фумиклин раствор, 1 л.;22624;Y;;;;;text;;"<b>Рекомендации по применению:</b><br>
 <br>
 Фумиклин раствор применяют для противогрибковой дезинфекции помещений, подстилки, инкубаторов, выводных шкафов, кормушек, клеток, гнезд, поилок, инженерных коммуникаций в птицеводческих и животноводче ских помещениях, кролиководческих фермах и конюшнях, обсемененных гри бами, включая Aspergillus spp., Trichophyton verrucosum, Т. mentagrophytes, Т. equinum, Microsporum canis, М gypseum.<br>
 <br>
 Перед дезинфекцией необходимо провести тщательную механическую очистку помещения, изолировать помещение, выключить вентиляцию. Для обработки используют любое распыляющее устройство (установки холодного или горячего тумана и иные аэрозольные установки) или влажную уборку.<br>
 Обработку проводят при отсутствии животных и птиц.<br>
 Перед разведением содержимое упаковки тщательно встряхивают. Для влажной уборки и крупнодисперсного распыления (ранцевые распылители и т.д.) используют 0,1 % рабочую эмульсию (100 мл средства растворяют в 99,9 литрах воды), при использовании установок горячего или холодного тумана применяют 1% рабочую эмульсию (1 л средства растворяют в 99 литрах воды, подогретой до 40-50°С). Приготовленную рабочую эмульсию следует исполь зовать в течение 30 минут.<br>
 <br>
 В зависимости от профиля поверхности экспозиция составляет&nbsp; от 30 минут до 12 часов (гладкие и шероховатые). Рабочую эмульсию применяют при температуре не ниже 50С с нормой расхода.<br>
 <br>
 ФУМИКЛИН раствор допускается смешивать с другими дезинфицирующими средствами для противомикробной и противогрибковой обработки.<br>
 Допускается проведение локальной противогрибковой обработки отдельных стойл, клеток, единиц оборудования и инвентаря в присутствии животных и птицы при наличии интенсивной вентиляции и отсутствия контакта с обработанными поверхностями.<br>
 <br>
По истечении установленной экспозиции обработки кормушки и поилки обмывают водой. С остальных поверхностей смывания остатков средства не требуется. Животных и птиц вводят в помещения после проветривания через 30 минут.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 Выпускают ФУМИКЛИН раствор расфасованным по 1,0 л в полимерные бутылки.<br>
 <br>
 <br>";html;fumiklin-rastvor-1-l;500;;АВЗ;Дезинфектанты;;
22625;Мигстим Актив, 120 мл.;22625;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Дезинфицирующее средство (кожный антисептик) для обработки рук медицинского персонала и хирургов, предоперационной обработки кожи, обработки кожи перед инъекцией или хирургических манипуляций, гигиенической обработки рук работников различных предприятий и в быту, для дезинфекции поверхностей.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 Средство распыляют на сухие кисти рук (тыльная и внутренняя сторона ладони, пальцы, области между пальцами), нажимая на распылительную головку в течение 2-3 секунд. Спрей растирается до полного высыхания. Общее время процедуры – от 30 секунд до 3 минут.<br>
 <br>
 Для профилактики туберкулеза на кисти рук средство наносят трижды. Общее время обработки – не менее 2-3 минут.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 50 и 500 мл - полимерные флаконы с механическими распылительными головками и защитными колпачками; 1 л - полимерные флаконы; 5 л - полимерные канистры.<br>";html;migstim-aktiv-120-ml;500;;АВЗ;Дезинфектанты;;
22626;Мигстим Актив, 1 л.;22626;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Дезинфицирующее средство (кожный антисептик) для обработки рук медицинского персонала и хирургов, предоперационной обработки кожи, обработки кожи перед инъекцией или хирургических манипуляций, гигиенической обработки рук работников различных предприятий и в быту, для дезинфекции поверхностей.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 Средство распыляют на сухие кисти рук (тыльная и внутренняя сторона ладони, пальцы, области между пальцами), нажимая на распылительную головку в течение 2-3 секунд. Спрей растирается до полного высыхания. Общее время процедуры – от 30 секунд до 3 минут.<br>
 <br>
 Для профилактики туберкулеза на кисти рук средство наносят трижды. Общее время обработки – не менее 2-3 минут.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 50 и 500 мл - полимерные флаконы с механическими распылительными головками и защитными колпачками; 1 л - полимерные флаконы; 5 л - полимерные канистры.<br>";html;migstim-aktiv-1-l;500;;АВЗ;Дезинфектанты;;
22627;Мигстим Актив, 5 л.;22627;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Дезинфицирующее средство (кожный антисептик) для обработки рук медицинского персонала и хирургов, предоперационной обработки кожи, обработки кожи перед инъекцией или хирургических манипуляций, гигиенической обработки рук работников различных предприятий и в быту, для дезинфекции поверхностей.<br>
 <br>
 <b>Способ применения:</b><br>
 <br>
 Средство распыляют на сухие кисти рук (тыльная и внутренняя сторона ладони, пальцы, области между пальцами), нажимая на распылительную головку в течение 2-3 секунд. Спрей растирается до полного высыхания. Общее время процедуры – от 30 секунд до 3 минут.<br>
 <br>
 Для профилактики туберкулеза на кисти рук средство наносят трижды. Общее время обработки – не менее 2-3 минут.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 50 и 500 мл - полимерные флаконы с механическими распылительными головками и защитными колпачками; 1 л - полимерные флаконы; 5 л - полимерные канистры.<br>";html;migstim-aktiv-5-l;500;;АВЗ;Дезинфектанты;;
22628;Мигстим, 50 пак по 3 г.;22628;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Средство защищает кожу рук от негативного воздействия большинства известных болезнетворных бактерий, вирусов и грибов без использования воды и мыла.<br>
 <br>
 <b>Способ применения</b>:<br>
 <br>
 Гигиеническая обработка рук: выдавить необходимое количество геля на кисти рук и втирать в кожу до полного высыхания, обращая внимание на тщательность обработки кожи рук между пальцами и кончиков пальцев, но не менее 30 секунд. Не требует смывания.<br>
 <br>
 При обработке кожи инъекционного поля пациентов необходимо протереть стерильным ватным тампоном, обильно смоченным средством. Выдержка после окончания обработки – 20 сек.<br>
 <br>
 При обеззараживание перчаток, надетых на руки персонала, необходимо нанести 2,5 мл средства в сжатую ладонь руки. Затем в течение 15 секунд протереть данной порцией средства поверхность перчаток обеих рук. Общее время обработки – 30 сек.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 3 мл в пакете саше; 50 мл в полимерных флаконах.<br>";html;migstim-50-pak-po-3-g;500;;АВЗ;Дезинфектанты;;
22629;Мигстим, 3 г.;22629;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Средство защищает кожу рук от негативного воздействия большинства известных болезнетворных бактерий, вирусов и грибов без использования воды и мыла.<br>
 <br>
 <b>Способ применения</b>:<br>
 <br>
 Гигиеническая обработка рук: выдавить необходимое количество геля на кисти рук и втирать в кожу до полного высыхания, обращая внимание на тщательность обработки кожи рук между пальцами и кончиков пальцев, но не менее 30 секунд. Не требует смывания.<br>
 <br>
 При обработке кожи инъекционного поля пациентов необходимо протереть стерильным ватным тампоном, обильно смоченным средством. Выдержка после окончания обработки – 20 сек.<br>
 <br>
 При обеззараживание перчаток, надетых на руки персонала, необходимо нанести 2,5 мл средства в сжатую ладонь руки. Затем в течение 15 секунд протереть данной порцией средства поверхность перчаток обеих рук. Общее время обработки – 30 сек.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 3 мл в пакете саше; 50 мл в полимерных флаконах.<br>";html;migstim-3-g;500;;АВЗ;Дезинфектанты;;
22630;Мигстим, 50 мл.;22630;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Средство защищает кожу рук от негативного воздействия большинства известных болезнетворных бактерий, вирусов и грибов без использования воды и мыла.<br>
 <br>
 <b>Способ применения</b>:<br>
 <br>
 Гигиеническая обработка рук: выдавить необходимое количество геля на кисти рук и втирать в кожу до полного высыхания, обращая внимание на тщательность обработки кожи рук между пальцами и кончиков пальцев, но не менее 30 секунд. Не требует смывания.<br>
 <br>
 При обработке кожи инъекционного поля пациентов необходимо протереть стерильным ватным тампоном, обильно смоченным средством. Выдержка после окончания обработки – 20 сек.<br>
 <br>
 При обеззараживание перчаток, надетых на руки персонала, необходимо нанести 2,5 мл средства в сжатую ладонь руки. Затем в течение 15 секунд протереть данной порцией средства поверхность перчаток обеих рук. Общее время обработки – 30 сек.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 3 мл в пакете саше; 50 мл в полимерных флаконах.<br>";html;migstim-50-ml;500;;АВЗ;Дезинфектанты;;
22631;Мигстим, 1 л.;22631;Y;;;;;text;;"<b>Показания к применению:</b><br>
 <br>
 Средство защищает кожу рук от негативного воздействия большинства известных болезнетворных бактерий, вирусов и грибов без использования воды и мыла.<br>
 <br>
 <b>Способ применения</b>:<br>
 <br>
 Гигиеническая обработка рук: выдавить необходимое количество геля на кисти рук и втирать в кожу до полного высыхания, обращая внимание на тщательность обработки кожи рук между пальцами и кончиков пальцев, но не менее 30 секунд. Не требует смывания.<br>
 <br>
 При обработке кожи инъекционного поля пациентов необходимо протереть стерильным ватным тампоном, обильно смоченным средством. Выдержка после окончания обработки – 20 сек.<br>
 <br>
 При обеззараживание перчаток, надетых на руки персонала, необходимо нанести 2,5 мл средства в сжатую ладонь руки. Затем в течение 15 секунд протереть данной порцией средства поверхность перчаток обеих рук. Общее время обработки – 30 сек.<br>
 <br>
 <b>Форма выпуска:</b><br>
 <br>
 3 мл в пакете саше; 50 мл в полимерных флаконах.<br>";html;migstim-1-l;500;;АВЗ;Дезинфектанты;;
